priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,stockIndClosePrice,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,perChange30d,date365dAgo,date30dAgo,chartTodayPath,chart30dPath,chart365dPath,series,meta
0,TITAN,TITANEQN,4091.0,4147.2,4046.0,4072.5,4129.6,-57.1,-1.38,1676222345910.49,4378.4,2925.0,868825,0,3553911286.0,,6.986570436689194,-39.23076923076923,35.29,-2.55,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/TITANEQN.svg,https://nsearchives.nseindia.com/30d/TITAN-EQ.svg,https://nsearchives.nseindia.com/365d/TITAN-EQ.svg,EQ,"{'symbol': 'TITAN', 'companyName': 'Titan Company Limited', 'industry': 'Gems Jewellery And Watches', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['N1', 'IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE280A01028', 'slb_isin': 'INE280A01028', 'listingDate': '2004-09-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,GRASIM,GRASIMEQN,2655.0,2664.0,2563.1,2570.0,2673.1,-103.1,-3.86,979057308193.79,2979.0,2363.3,1309585,0,3421015799.65,,13.729439409197717,-8.746244657893614,8.43,-11.01,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/GRASIMEQN.svg,https://nsearchives.nseindia.com/30d/GRASIM-EQ.svg,https://nsearchives.nseindia.com/365d/GRASIM-EQ.svg,EQ,"{'symbol': 'GRASIM', 'companyName': 'Grasim Industries Limited', 'industry': 'Cement & Cement Products', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE047A01021', 'slb_isin': 'INE047A01021', 'listingDate': '1995-05-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,MAXHEALTH,MAXHEALTHEQN,1014.0,1020.8,985.3,991.0,1020.4,-29.4,-2.88,735155919853.36,1314.3,933.8,3267535,0,3257863096.4,,24.598645666894924,-6.125508674234316,0.03,-5.94,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/MAXHEALTHEQN.svg,https://nsearchives.nseindia.com/30d/MAXHEALTH-EQ.svg,https://nsearchives.nseindia.com/365d/MAXHEALTH-EQ.svg,EQ,"{'symbol': 'MAXHEALTH', 'companyName': 'Max Healthcare Institute Limited', 'industry': 'Hospital', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE027H01010', 'slb_isin': 'INE027H01010', 'listingDate': '2020-08-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,JIOFIN,JIOFINEQN,240.0,240.6,234.25,235.85,242.2,-6.35,-2.62,770980793981.22,338.6,203.1,13328248,0,3158794776.0,,30.345540460720624,-16.125061546036434,5.95,-10.65,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/JIOFINEQN.svg,https://nsearchives.nseindia.com/30d/JIOFIN-EQ.svg,https://nsearchives.nseindia.com/365d/JIOFIN-EQ.svg,EQ,"{'symbol': 'JIOFIN', 'companyName': 'Jio Financial Services Limited', 'industry': 'Investment Company', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE758E01017', 'slb_isin': 'INE758E01017', 'listingDate': '2023-08-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,TATACONSUM,TATACONSUMEQN,1049.0,1093.9,1048.0,1082.0,1057.8,24.2,2.29,702546279469.95,1220.9,934.6,2855691,0,3084831645.84,,11.376853141125405,-15.771453028033381,14.36,-4.43,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/TATACONSUMEQN.svg,https://nsearchives.nseindia.com/30d/TATACONSUM-EQ.svg,https://nsearchives.nseindia.com/365d/TATACONSUM-EQ.svg,EQ,"{'symbol': 'TATACONSUM', 'companyName': 'TATA CONSUMER PRODUCTS LIMITED', 'industry': 'Tea & Coffee', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE192A01025', 'slb_isin': 'INE192A01025', 'listingDate': '1998-11-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,APOLLOHOSP,APOLLOHOSPEQN,7556.0,7616.0,7485.5,7545.0,7574.5,-29.5,-0.39,774482493161.65,8099.5,6002.0,394082,0,2977920041.2,,6.846101611210568,-25.7080973008997,23.57,0.03,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/APOLLOHOSPEQN.svg,https://nsearchives.nseindia.com/30d/APOLLOHOSP-EQ.svg,https://nsearchives.nseindia.com/365d/APOLLOHOSP-EQ.svg,EQ,"{'symbol': 'APOLLOHOSP', 'companyName': 'Apollo Hospitals Enterprise Limited', 'industry': 'Hospital', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE437A01024', 'slb_isin': 'INE437A01024', 'listingDate': '1996-01-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,HCLTECH,HCLTECHEQN,1350.0,1356.7,1321.0,1329.1,1358.1,-29.0,-2.14,1398413059447.01,1780.1,1302.75,2190786,0,2927415884.64,,25.33565530026403,-2.0226444060640882,-13.4,-8.67,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/HCLTECHEQN.svg,https://nsearchives.nseindia.com/30d/HCLTECH-EQ.svg,https://nsearchives.nseindia.com/365d/HCLTECH-EQ.svg,EQ,"{'symbol': 'HCLTECH', 'companyName': 'HCL Technologies Limited', 'industry': 'Computers - Software & Consulting', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE860A01027', 'slb_isin': 'INE860A01027', 'listingDate': '2000-01-06', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,JSWSTEEL,JSWSTEELEQN,1166.7,1169.2,1115.5,1120.0,1172.6,-52.6,-4.49,1049270346282.67,1284.7,905.2,2284551,0,2588030754.84,,12.820113645209,-23.7295625276182,11.87,-9.09,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/JSWSTEELEQN.svg,https://nsearchives.nseindia.com/30d/JSWSTEEL-EQ.svg,https://nsearchives.nseindia.com/365d/JSWSTEEL-EQ.svg,EQ,"{'symbol': 'JSWSTEEL', 'companyName': 'JSW Steel Limited', 'industry': 'Iron & Steel', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['P1', 'P2'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE019A01038', 'slb_isin': 'INE019A01038', 'listingDate': '2005-03-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,WIPRO,WIPROEQN,200.6,202.07,196.04,197.75,202.51,-4.76,-2.35,563118997262.84,277.7,193.03,12629652,0,2507996294.16,,28.790061217140796,-2.4452157695694963,-25.09,-7.63,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/WIPROEQN.svg,https://nsearchives.nseindia.com/30d/WIPRO-EQ.svg,https://nsearchives.nseindia.com/365d/WIPRO-EQ.svg,EQ,"{'symbol': 'WIPRO', 'companyName': 'Wipro Limited', 'industry': 'Computers - Software & Consulting', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE075A01022', 'slb_isin': 'INE075A01022', 'listingDate': '1995-11-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,BAJAJFINSV,BAJAJFINSVEQN,1760.1,1779.2,1726.1,1750.8,1770.8,-20.0,-1.13,1000044837228.86,2195.0,1726.1,1390698,0,2435056570.08,,20.236902050113898,-1.4309715543711283,-3.13,-13.46,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/BAJAJFINSVEQN.svg,https://nsearchives.nseindia.com/30d/BAJAJFINSV-EQ.svg,https://nsearchives.nseindia.com/365d/BAJAJFINSV-EQ.svg,EQ,"{'symbol': 'BAJAJFINSV', 'companyName': 'Bajaj Finserv Limited', 'industry': 'Holding Company', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE918I01026', 'slb_isin': 'INE918I01026', 'listingDate': '2008-05-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,ADANIENT,ADANIENTEQN,1999.9,2008.6,1945.0,1960.0,2002.0,-42.0,-2.1,509079664869.7,2616.5,1848.0,1195448,0,2357602773.2,,25.090770112746036,-6.0606060606060606,-9.11,-8.27,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/ADANIENTEQN.svg,https://nsearchives.nseindia.com/30d/ADANIENT-EQ.svg,https://nsearchives.nseindia.com/365d/ADANIENT-EQ.svg,EQ,"{'symbol': 'ADANIENT', 'companyName': 'Adani Enterprises Limited', 'industry': 'Trading - Minerals', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE423A01024', 'slb_isin': 'INE423A01024', 'listingDate': '1997-06-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,ASIANPAINT,ASIANPAINTEQN,2204.7,2219.7,2190.0,2194.1,2221.2,-27.1,-1.22,989354803247.82,2985.7,2162.6,949233,0,2090106650.37,,26.513045516964194,-1.4565800425413855,-1.67,-7.28,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/ASIANPAINTEQN.svg,https://nsearchives.nseindia.com/30d/ASIANPAINT-EQ.svg,https://nsearchives.nseindia.com/365d/ASIANPAINT-EQ.svg,EQ,"{'symbol': 'ASIANPAINT', 'companyName': 'Asian Paints Limited', 'industry': 'Paints', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE021A01026', 'slb_isin': 'INE021A01026', 'listingDate': '1995-05-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,NESTLEIND,NESTLEINDEQN,1219.0,1238.6,1200.6,1202.1,1220.8,-18.7,-1.53,859503417382.1,1340.4,1074.0,1681371,0,2046901055.4,,10.317815577439584,-11.92737430167597,9.68,-6.28,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/NESTLEINDEQN.svg,https://nsearchives.nseindia.com/30d/NESTLEIND-EQ.svg,https://nsearchives.nseindia.com/365d/NESTLEIND-EQ.svg,EQ,"{'symbol': 'NESTLEIND', 'companyName': 'Nestle India Limited', 'industry': 'Packaged Foods', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE239A01024', 'slb_isin': 'INE239A01024', 'listingDate': '2023-08-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,DRREDDY,DRREDDYEQN,1310.0,1319.9,1280.9,1290.0,1319.0,-29.0,-2.2,783924701618.03,1379.7,1020.0,1574522,0,2041603951.3,,6.501413350728422,-26.470588235294116,16.43,1.73,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/DRREDDYEQN.svg,https://nsearchives.nseindia.com/30d/DRREDDY-EQ.svg,https://nsearchives.nseindia.com/365d/DRREDDY-EQ.svg,EQ,"{'symbol': 'DRREDDY', 'companyName': ""Dr. Reddy's Laboratories Limited"", 'industry': 'Pharmaceuticals', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['N1'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE089A01031', 'slb_isin': 'INE089A01031', 'listingDate': '2003-05-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,HDFCLIFE,HDFCLIFEEQN,638.25,640.6,624.0,624.6,645.7,-21.1,-3.27,669423362957.39,820.75,619.45,3167065,0,1998766392.15,,23.898872982028628,-0.8313826781822548,0.35,-10.36,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/HDFCLIFEEQN.svg,https://nsearchives.nseindia.com/30d/HDFCLIFE-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCLIFE-EQ.svg,EQ,"{'symbol': 'HDFCLIFE', 'companyName': 'HDFC Life Insurance Company Limited', 'industry': 'Life Insurance', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE795G01014', 'slb_isin': 'INE795G01014', 'listingDate': '2017-11-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,SBILIFE,SBILIFEEQN,1932.5,1938.9,1900.4,1908.8,1939.4,-30.6,-1.58,854632092816.98,2132.0,1382.65,989732,0,1891625285.0,,10.469043151969982,-38.053737388348445,37.76,-6.16,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/SBILIFEEQN.svg,https://nsearchives.nseindia.com/30d/SBILIFE-EQ.svg,https://nsearchives.nseindia.com/365d/SBILIFE-EQ.svg,EQ,"{'symbol': 'SBILIFE', 'companyName': 'SBI Life Insurance Company Limited', 'industry': 'Life Insurance', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE123W01016', 'slb_isin': 'INE123W01016', 'listingDate': '2017-10-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,CIPLA,CIPLAEQN,1324.3,1327.5,1301.0,1315.1,1324.3,-9.2,-0.69,737864111726.69,1673.0,1281.7,1346347,0,1770109718.25,,21.392707710699348,-2.6059140204415905,-10.04,-1.23,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/CIPLAEQN.svg,https://nsearchives.nseindia.com/30d/CIPLA-EQ.svg,https://nsearchives.nseindia.com/365d/CIPLA-EQ.svg,EQ,"{'symbol': 'CIPLA', 'companyName': 'Cipla Limited', 'industry': 'Pharmaceuticals', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE059A01026', 'slb_isin': 'INE059A01026', 'listingDate': '1995-02-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
0,TECHM,TECHMEQN,1342.5,1342.5,1319.8,1332.0,1349.8,-17.8,-1.32,843319647851.8,1854.0,1209.4,1150005,0,1529598650.4,,28.155339805825243,-10.137258144534472,-7.54,-13.19,13-Mar-2025,13-Feb-2026,https://nsearchives.nseindia.com/today/TECHMEQN.svg,https://nsearchives.nseindia.com/30d/TECHM-EQ.svg,https://nsearchives.nseindia.com/365d/TECHM-EQ.svg,EQ,"{'symbol': 'TECHM', 'companyName': 'Tech Mahindra Limited', 'industry': 'Computers - Software & Consulting', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE669C01036', 'slb_isin': 'INE669C01036', 'listingDate': '2006-08-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '13-Mar-2026 16:00:00', 'preOpenTime': '13-Mar-2026 09:07:56', 'QuotePreOpenFlag': False}}"
